DATETIME,ISIN,PRICE
'2021-08-02','SE0013748258',124.25
'2021-08-09','SE0013748258',124.27
'2021-08-16','SE0013748258',124.23
'2021-08-23','SE0013748258',124.23
'2021-08-30','SE0013748258',124.22
'2021-09-06','SE0013748258',124.19
'2021-09-13','SE0013748258',124.18
'2021-09-20','SE0013748258',124.25
'2021-09-27','SE0013748258',124.15
'2021-10-04','SE0013748258',124.15
'2021-10-11','SE0013748258',124.21
'2021-10-18','SE0013748258',124.12
'2021-10-25','SE0013748258',124.2
'2021-11-01','SE0013748258',124.2
'2021-11-08','SE0013748258',124.19
'2021-11-15','SE0013748258',124.2
'2021-11-22','SE0013748258',124.14
'2021-11-29','SE0013748258',124.14
'2021-12-06','SE0013748258',124.34
'2021-12-13','SE0013748258',124.17
'2021-12-20','SE0013748258',124.28
'2021-12-28','SE0013748258',124.25
'2022-01-03','SE0013748258',124.24
'2022-01-10','SE0013748258',124.2
'2022-01-17','SE0013748258',124.17
'2022-01-24','SE0013748258',124.15
'2022-01-31','SE0013748258',124.16
'2022-02-07','SE0013748258',124.11
'2022-02-14','SE0013748258',124.18
'2022-02-21','SE0013748258',124.24
'2022-02-28','SE0013748258',124.16
'2022-03-07','SE0013748258',123.91
'2022-03-14','SE0013748258',124.25
'2022-03-21','SE0013748258',124.24
'2022-03-28','SE0013748258',124.19
'2022-04-04','SE0013748258',124.46
'2022-04-11','SE0013748258',123.81
'2022-04-19','SE0013748258',124.01
'2022-04-26','SE0013748258',123.83
'2022-05-02','SE0013748258',124.11
'2022-05-09','SE0013748258',124.01
'2022-05-16','SE0013748258',124.12
'2022-05-23','SE0013748258',124.09
'2022-05-30','SE0013748258',124.0
'2022-06-06','SE0013748258',123.91
'2022-06-14','SE0013748258',124.41
'2022-06-20','SE0013748258',124.21
'2022-06-27','SE0013748258',124.37
'2022-07-04','SE0013748258',124.0
'2022-07-11','SE0013748258',124.08
'2022-07-18','SE0013748258',123.82
'2022-07-25','SE0013748258',124.42
'2022-08-01','SE0013748258',124.48
'2022-08-08','SE0013748258',124.28
'2022-08-15','SE0013748258',123.98
'2022-08-22','SE0013748258',124.14
'2022-08-29','SE0013748258',124.34
'2022-09-05','SE0013748258',124.13
'2022-09-12','SE0013748258',124.28
'2022-09-19','SE0013748258',123.98
'2022-09-26','SE0013748258',123.91
'2022-10-03','SE0013748258',124.1
'2022-10-10','SE0013748258',124.18
'2022-10-17','SE0013748258',124.14
'2022-10-24','SE0013748258',124.03
'2022-10-31','SE0013748258',136.697
'2022-11-07','SE0013748258',124.08
'2022-11-14','SE0013748258',124.31
'2022-11-21','SE0013748258',123.96
'2022-11-28','SE0013748258',124.36
'2022-12-05','SE0013748258',124.22
'2022-12-12','SE0013748258',124.29
'2022-12-19','SE0013748258',124.24
'2022-12-27','SE0013748258',124.19
'2023-01-02','SE0013748258',124.33
'2023-01-09','SE0013748258',124.27
'2023-01-16','SE0013748258',123.85
'2023-01-23','SE0013748258',123.94
'2023-01-30','SE0013748258',124.08
'2023-02-06','SE0013748258',124.48
'2023-02-13','SE0013748258',124.44
'2023-02-20','SE0013748258',124.08
'2023-02-27','SE0013748258',124.18
'2023-03-06','SE0013748258',124.37
'2023-03-13','SE0013748258',123.68
'2023-03-20','SE0013748258',124.15
'2023-03-27','SE0013748258',123.85
'2023-04-03','SE0013748258',124.23
'2023-04-11','SE0013748258',124.39
'2023-04-17','SE0013748258',124.51
'2023-04-24','SE0013748258',124.37
'2023-05-01','SE0013748258',123.95
'2023-05-08','SE0013748258',124.34
'2023-05-15','SE0013748258',123.97
'2023-05-22','SE0013748258',124.04
'2023-05-29','SE0013748258',124.43
'2023-06-05','SE0013748258',124.24
'2023-06-13','SE0013748258',124.23
'2023-06-19','SE0013748258',124.02
'2023-06-26','SE0013748258',124.14
'2023-07-03','SE0013748258',124.28
'2023-07-10','SE0013748258',124.15
'2023-07-17','SE0013748258',124.01
'2023-07-24','SE0013748258',124.03
'2023-07-31','SE0013748258',124.23
'2023-08-07','SE0013748258',124.16
'2023-08-14','SE0013748258',124.26
'2023-08-21','SE0013748258',124.28
'2023-08-28','SE0013748258',124.22
'2023-08-31','SE0013748258',124.06
'2018-10-08','SE0007045745',139.0
'2018-10-15','SE0007045745',139.03
'2018-10-22','SE0007045745',139.0
'2018-10-29','SE0007045745',139.05
'2018-11-05','SE0007045745',138.95
'2018-11-12','SE0007045745',139.05
'2018-11-19','SE0007045745',139.14
'2018-11-26','SE0007045745',139.15
'2018-12-03','SE0007045745',138.96
'2018-12-10','SE0007045745',139.09
'2018-12-17','SE0007045745',139.15
'2018-12-24','SE0007045745',139.11
'2018-12-31','SE0007045745',139.14
'2019-01-07','SE0007045745',139.08
'2019-01-14','SE0007045745',139.06
'2019-01-21','SE0007045745',139.07
'2019-01-28','SE0007045745',139.06
'2019-02-04','SE0007045745',139.15
'2019-02-11','SE0007045745',139.06
'2019-02-18','SE0007045745',138.98
'2019-02-25','SE0007045745',139.12
'2019-03-04','SE0007045745',139.11
'2019-03-11','SE0007045745',139.16
'2019-03-18','SE0007045745',138.98
'2019-03-25','SE0007045745',139.15
'2019-04-01','SE0007045745',138.91
'2019-04-08','SE0007045745',139.24
'2019-04-15','SE0007045745',139.02
'2019-04-23','SE0007045745',139.21
'2019-04-29','SE0007045745',139.11
'2019-05-06','SE0007045745',138.95
'2019-05-13','SE0007045745',139.05
'2019-05-20','SE0007045745',139.05
'2019-05-27','SE0007045745',139.27
'2019-06-03','SE0007045745',138.78
'2019-06-10','SE0007045745',139.21
'2019-06-17','SE0007045745',139.11
'2019-06-24','SE0007045745',139.05
'2019-07-01','SE0007045745',139.18
'2019-07-08','SE0007045745',139.14
'2019-07-15','SE0007045745',139.05
'2019-07-22','SE0007045745',139.12
'2019-07-29','SE0007045745',139.05
'2019-08-05','SE0007045745',139.1
'2019-08-12','SE0007045745',138.85
'2019-08-19','SE0007045745',139.24
'2019-08-26','SE0007045745',139.17
'2019-09-02','SE0007045745',139.26
'2019-09-09','SE0007045745',139.15
'2019-09-16','SE0007045745',139.3
'2019-09-23','SE0007045745',138.89
'2019-09-30','SE0007045745',139.15
'2019-10-07','SE0007045745',138.88
'2019-10-14','SE0007045745',138.91
'2019-10-21','SE0007045745',139.16
'2019-10-28','SE0007045745',139.18
'2019-11-04','SE0007045745',139.13
'2019-11-11','SE0007045745',138.84
'2019-11-18','SE0007045745',138.93
'2019-11-25','SE0007045745',138.99
'2019-12-02','SE0007045745',139.17
'2019-12-09','SE0007045745',138.83
'2019-12-16','SE0007045745',139.14
'2019-12-23','SE0007045745',139.11
'2019-12-30','SE0007045745',139.0
'2020-01-06','SE0007045745',139.02
'2020-01-13','SE0007045745',139.01
'2020-01-20','SE0007045745',139.04
'2020-01-27','SE0007045745',139.06
'2020-02-03','SE0007045745',139.03
'2020-02-10','SE0007045745',139.01
'2020-02-17','SE0007045745',139.08
'2020-02-24','SE0007045745',139.19
'2020-03-02','SE0007045745',139.21
'2020-03-09','SE0007045745',138.94
'2020-03-16','SE0007045745',139.11
'2020-03-23','SE0007045745',139.22
'2020-03-30','SE0007045745',139.3
'2020-04-06','SE0007045745',139.19
'2020-04-13','SE0007045745',138.78
'2020-04-20','SE0007045745',138.81
'2020-04-27','SE0007045745',139.2
'2020-05-04','SE0007045745',139.16
'2020-05-11','SE0007045745',138.84
'2020-05-18','SE0007045745',139.15
'2020-05-25','SE0007045745',139.08
'2020-06-01','SE0007045745',139.1
'2020-06-08','SE0007045745',139.04
'2020-06-15','SE0007045745',139.05
'2020-06-22','SE0007045745',139.01
'2020-06-29','SE0007045745',139.05
'2020-07-06','SE0007045745',138.94
'2020-07-13','SE0007045745',139.15
'2020-07-20','SE0007045745',139.03
'2020-07-27','SE0007045745',139.19
'2020-08-03','SE0007045745',139.04
'2020-08-10','SE0007045745',139.12
'2020-08-17','SE0007045745',139.02
'2020-08-24','SE0007045745',139.04
'2020-08-31','SE0007045745',139.1
'2020-09-07','SE0007045745',139.09
'2020-09-14','SE0007045745',138.93
'2020-09-21','SE0007045745',139.14
'2020-09-28','SE0007045745',138.94
'2020-10-05','SE0007045745',139.15
'2020-10-12','SE0007045745',139.11
'2020-10-19','SE0007045745',139.08
'2020-10-26','SE0007045745',139.1
'2020-11-02','SE0007045745',139.04
'2020-11-09','SE0007045745',139.04
'2020-11-16','SE0007045745',139.18
'2020-11-23','SE0007045745',138.95
'2020-11-30','SE0007045745',139.14
'2020-12-07','SE0007045745',138.9
'2020-12-14','SE0007045745',139.01
'2020-12-21','SE0007045745',139.11
'2020-12-29','SE0007045745',139.03
'2021-01-04','SE0007045745',138.98
'2021-01-11','SE0007045745',139.2
'2021-01-18','SE0007045745',138.99
'2021-01-25','SE0007045745',139.05
'2021-02-01','SE0007045745',139.03
'2021-02-08','SE0007045745',139.01
'2021-02-15','SE0007045745',139.07
'2021-02-22','SE0007045745',139.02
'2021-03-01','SE0007045745',139.05
'2021-03-08','SE0007045745',139.0
'2021-03-15','SE0007045745',139.0
'2021-03-22','SE0007045745',138.88
'2021-03-29','SE0007045745',138.94
'2021-04-05','SE0007045745',139.01
'2021-04-12','SE0007045745',139.14
'2021-04-19','SE0007045745',139.0
'2021-04-26','SE0007045745',139.18
'2021-05-03','SE0007045745',139.03
'2021-05-10','SE0007045745',139.1
'2021-05-17','SE0007045745',139.03
'2021-05-24','SE0007045745',139.08
'2021-05-31','SE0007045745',139.0
'2021-06-07','SE0007045745',139.11
'2021-06-14','SE0007045745',138.96
'2021-06-21','SE0007045745',139.08
'2021-06-28','SE0007045745',139.09
'2021-07-05','SE0007045745',139.09
'2021-07-12','SE0007045745',139.19
'2021-07-19','SE0007045745',139.04
'2021-07-26','SE0007045745',139.05
'2021-08-02','SE0007045745',139.12
'2021-08-09','SE0007045745',139.2
'2021-08-16','SE0007045745',139.11
'2021-08-23','SE0007045745',139.1
'2021-08-30','SE0007045745',139.1
'2021-09-06','SE0007045745',139.06
'2021-09-13','SE0007045745',139.03
'2021-09-20','SE0007045745',139.15
'2021-09-27','SE0007045745',138.93
'2021-10-04','SE0007045745',138.99
'2021-10-11','SE0007045745',139.07
'2021-10-18','SE0007045745',138.91
'2021-10-25','SE0007045745',139.04
'2021-11-01','SE0007045745',139.03
'2021-11-08','SE0007045745',139.03
'2021-11-15','SE0007045745',139.11
'2021-11-22','SE0007045745',138.98
'2021-11-29','SE0007045745',139.11
'2021-12-06','SE0007045745',139.22
'2021-12-13','SE0007045745',139.04
'2021-12-20','SE0007045745',139.16
'2021-12-28','SE0007045745',139.08
'2022-01-03','SE0007045745',139.18
'2022-01-10','SE0007045745',139.09
'2022-01-17','SE0007045745',139.02
'2022-01-24','SE0007045745',138.97
'2022-01-31','SE0007045745',138.98
'2022-02-07','SE0007045745',138.87
'2022-02-14','SE0007045745',139.08
'2022-02-21','SE0007045745',139.13
'2022-02-28','SE0007045745',139.01
'2022-03-07','SE0007045745',138.67
'2022-03-14','SE0007045745',139.07
'2022-03-21','SE0007045745',139.12
'2022-03-28','SE0007045745',139.03
'2022-04-04','SE0007045745',139.4
'2022-04-11','SE0007045745',138.64
'2022-04-19','SE0007045745',138.84
'2022-04-26','SE0007045745',138.57
'2022-05-02','SE0007045745',139.03
'2022-05-09','SE0007045745',138.77
'2022-05-16','SE0007045745',138.97
'2022-05-23','SE0007045745',138.9
'2022-05-30','SE0007045745',138.94
'2022-06-06','SE0007045745',138.71
'2022-06-14','SE0007045745',139.34
'2022-06-20','SE0007045745',139.14
'2022-06-27','SE0007045745',139.32
'2022-07-04','SE0007045745',138.74
'2022-07-11','SE0007045745',138.97
'2022-07-18','SE0007045745',138.82
'2022-07-25','SE0007045745',139.33
'2022-08-01','SE0007045745',139.34
'2022-08-08','SE0007045745',139.22
'2022-08-15','SE0007045745',138.93
'2022-08-22','SE0007045745',139.13
'2022-08-29','SE0007045745',139.2
'2022-09-05','SE0007045745',138.98
'2022-09-12','SE0007045745',139.12
'2022-09-19','SE0007045745',138.78
'2022-09-26','SE0007045745',138.65
'2022-10-03','SE0007045745',139.05
'2022-10-10','SE0007045745',139.01
'2022-10-17','SE0007045745',139.04
'2022-10-24','SE0007045745',138.82
'2022-10-31','SE0007045745',152.856
'2022-11-07','SE0007045745',139.14
'2022-11-14','SE0007045745',139.18
'2022-11-21','SE0007045745',138.75
'2022-11-28','SE0007045745',139.27
'2022-12-05','SE0007045745',139.11
'2022-12-12','SE0007045745',139.21
'2022-12-19','SE0007045745',139.16
'2022-12-27','SE0007045745',139.16
'2023-01-02','SE0007045745',139.27
'2023-01-09','SE0007045745',139.12
'2023-01-16','SE0007045745',138.64
'2023-01-23','SE0007045745',138.67
'2023-01-30','SE0007045745',138.87
'2023-02-06','SE0007045745',139.46
'2023-02-13','SE0007045745',139.4
'2023-02-20','SE0007045745',138.91
'2023-02-27','SE0007045745',138.94
'2023-03-06','SE0007045745',139.27
'2023-03-13','SE0007045745',138.45
'2023-03-20','SE0007045745',139.02
'2023-03-27','SE0007045745',138.75
'2023-04-03','SE0007045745',139.09
'2023-04-11','SE0007045745',139.42
'2023-04-17','SE0007045745',139.36
'2023-04-24','SE0007045745',139.15
'2023-05-01','SE0007045745',138.83
'2023-05-08','SE0007045745',139.2
'2023-05-15','SE0007045745',138.8
'2023-05-22','SE0007045745',138.92
'2023-05-29','SE0007045745',139.3
'2023-06-05','SE0007045745',139.04
'2023-06-13','SE0007045745',139.17
'2023-06-19','SE0007045745',138.85
'2023-06-26','SE0007045745',138.99
'2023-07-03','SE0007045745',139.18
'2023-07-10','SE0007045745',139.02
'2023-07-17','SE0007045745',138.89
'2023-07-24','SE0007045745',138.89
'2023-07-31','SE0007045745',139.17
'2023-08-07','SE0007045745',138.99
'2023-08-14','SE0007045745',139.17
'2023-08-21','SE0007045745',139.12
'2023-08-28','SE0007045745',139.03
'2023-08-31','SE0007045745',138.84
'2018-10-08','SE0009548704',124.64
'2018-10-15','SE0009548704',124.76
'2018-10-22','SE0009548704',124.72
'2018-10-29','SE0009548704',124.71
'2018-11-05','SE0009548704',124.69
'2018-11-12','SE0009548704',124.71
'2018-11-19','SE0009548704',124.76
'2018-11-26','SE0009548704',124.78
'2018-12-03','SE0009548704',124.69
'2018-12-10','SE0009548704',124.73
'2018-12-17','SE0009548704',124.78
'2018-12-24','SE0009548704',124.74
'2018-12-31','SE0009548704',124.78
'2019-01-07','SE0009548704',124.72
'2019-01-14','SE0009548704',124.76
'2019-01-21','SE0009548704',124.66
'2019-01-28','SE0009548704',124.74
'2019-02-04','SE0009548704',124.78
'2019-02-11','SE0009548704',124.72
'2019-02-18','SE0009548704',124.71
'2019-02-25','SE0009548704',124.77
'2019-03-04','SE0009548704',124.76
'2019-03-11','SE0009548704',124.79
'2019-03-18','SE0009548704',124.66
'2019-03-25','SE0009548704',124.77
'2019-04-01','SE0009548704',124.65
'2019-04-08','SE0009548704',124.81
'2019-04-15','SE0009548704',124.73
'2019-04-23','SE0009548704',124.8
'2019-04-29','SE0009548704',124.8
'2019-05-06','SE0009548704',124.69
'2019-05-13','SE0009548704',124.73
'2019-05-20','SE0009548704',124.73
'2019-05-27','SE0009548704',124.88
'2019-06-03','SE0009548704',124.67
'2019-06-10','SE0009548704',124.81
'2019-06-17','SE0009548704',124.74
'2019-06-24','SE0009548704',124.68
'2019-07-01','SE0009548704',124.77
'2019-07-08','SE0009548704',124.78
'2019-07-15','SE0009548704',124.72
'2019-07-22','SE0009548704',124.78
'2019-07-29','SE0009548704',124.72
'2019-08-05','SE0009548704',124.72
'2019-08-12','SE0009548704',124.65
'2019-08-19','SE0009548704',124.8
'2019-08-26','SE0009548704',124.77
'2019-09-02','SE0009548704',124.81
'2019-09-09','SE0009548704',124.76
'2019-09-16','SE0009548704',124.81
'2019-09-23','SE0009548704',124.68
'2019-09-30','SE0009548704',124.77
'2019-10-07','SE0009548704',124.65
'2019-10-14','SE0009548704',124.66
'2019-10-21','SE0009548704',124.75
'2019-10-28','SE0009548704',124.83
'2019-11-04','SE0009548704',124.82
'2019-11-11','SE0009548704',124.57
'2019-11-18','SE0009548704',124.63
'2019-11-25','SE0009548704',124.61
'2019-12-02','SE0009548704',124.78
'2019-12-09','SE0009548704',124.64
'2019-12-16','SE0009548704',124.76
'2019-12-23','SE0009548704',124.73
'2019-12-30','SE0009548704',124.67
'2020-01-06','SE0009548704',124.76
'2020-01-13','SE0009548704',124.69
'2020-01-20','SE0009548704',124.75
'2020-01-27','SE0009548704',124.73
'2020-02-03','SE0009548704',124.71
'2020-02-10','SE0009548704',124.69
'2020-02-17','SE0009548704',124.75
'2020-02-24','SE0009548704',124.78
'2020-03-02','SE0009548704',124.79
'2020-03-09','SE0009548704',124.68
'2020-03-16','SE0009548704',124.78
'2020-03-23','SE0009548704',124.83
'2020-03-30','SE0009548704',124.87
'2020-04-06','SE0009548704',124.83
'2020-04-13','SE0009548704',124.59
'2020-04-20','SE0009548704',124.59
'2020-04-27','SE0009548704',124.77
'2020-05-04','SE0009548704',124.8
'2020-05-11','SE0009548704',124.61
'2020-05-18','SE0009548704',124.76
'2020-05-25','SE0009548704',124.72
'2020-06-01','SE0009548704',124.75
'2020-06-08','SE0009548704',124.73
'2020-06-15','SE0009548704',124.74
'2020-06-22','SE0009548704',124.68
'2020-06-29','SE0009548704',124.71
'2020-07-06','SE0009548704',124.68
'2020-07-13','SE0009548704',124.79
'2020-07-20','SE0009548704',124.75
'2020-07-27','SE0009548704',124.79
'2020-08-03','SE0009548704',124.75
'2020-08-10','SE0009548704',124.72
'2020-08-17','SE0009548704',124.71
'2020-08-24','SE0009548704',124.71
'2020-08-31','SE0009548704',124.72
'2020-09-07','SE0009548704',124.77
'2020-09-14','SE0009548704',124.7
'2020-09-21','SE0009548704',124.8
'2020-09-28','SE0009548704',124.69
'2020-10-05','SE0009548704',124.75
'2020-10-12','SE0009548704',124.76
'2020-10-19','SE0009548704',124.76
'2020-10-26','SE0009548704',124.73
'2020-11-02','SE0009548704',124.71
'2020-11-09','SE0009548704',124.73
'2020-11-16','SE0009548704',124.8
'2020-11-23','SE0009548704',124.7
'2020-11-30','SE0009548704',124.78
'2020-12-07','SE0009548704',124.7
'2020-12-14','SE0009548704',124.73
'2020-12-21','SE0009548704',124.75
'2020-12-29','SE0009548704',124.7
'2021-01-04','SE0009548704',124.69
'2021-01-11','SE0009548704',124.81
'2021-01-18','SE0009548704',124.69
'2021-01-25','SE0009548704',124.75
'2021-02-01','SE0009548704',124.72
'2021-02-08','SE0009548704',124.67
'2021-02-15','SE0009548704',124.76
'2021-02-22','SE0009548704',124.72
'2021-03-01','SE0009548704',124.74
'2021-03-08','SE0009548704',124.7
'2021-03-15','SE0009548704',124.7
'2021-03-22','SE0009548704',124.66
'2021-03-29','SE0009548704',124.68
'2021-04-05','SE0009548704',124.69
'2021-04-12','SE0009548704',124.79
'2021-04-19','SE0009548704',124.73
'2021-04-26','SE0009548704',124.78
'2021-05-03','SE0009548704',124.72
'2021-05-10','SE0009548704',124.75
'2021-05-17','SE0009548704',124.74
'2021-05-24','SE0009548704',124.73
'2021-05-31','SE0009548704',124.71
'2021-06-07','SE0009548704',124.74
'2021-06-14','SE0009548704',124.7
'2021-06-21','SE0009548704',124.74
'2021-06-28','SE0009548704',124.76
'2021-07-05','SE0009548704',124.73
'2021-07-12','SE0009548704',124.79
'2021-07-19','SE0009548704',124.68
'2021-07-26','SE0009548704',124.72
'2021-08-02','SE0009548704',124.78
'2021-08-09','SE0009548704',124.78
'2021-08-16','SE0009548704',124.76
'2021-08-23','SE0009548704',124.75
'2021-08-30','SE0009548704',124.75
'2021-09-06','SE0009548704',124.72
'2021-09-13','SE0009548704',124.71
'2021-09-20','SE0009548704',124.77
'2021-09-27','SE0009548704',124.71
'2021-10-04','SE0009548704',124.69
'2021-10-11','SE0009548704',124.74
'2021-10-18','SE0009548704',124.68
'2021-10-25','SE0009548704',124.74
'2021-11-01','SE0009548704',124.75
'2021-11-08','SE0009548704',124.73
'2021-11-15','SE0009548704',124.72
'2021-11-22','SE0009548704',124.67
'2021-11-29','SE0009548704',124.61
'2021-12-06','SE0009548704',124.88
'2021-12-13','SE0009548704',124.69
'2021-12-20','SE0009548704',124.81
'2021-12-28','SE0009548704',124.8
'2022-01-03','SE0009548704',124.74
'2022-01-10','SE0009548704',124.72
'2022-01-17','SE0009548704',124.71
'2022-01-24','SE0009548704',124.7
'2022-01-31','SE0009548704',124.7
'2022-02-07','SE0009548704',124.67
'2022-02-14','SE0009548704',124.7
'2022-02-21','SE0009548704',124.75
'2022-02-28','SE0009548704',124.69
'2022-03-07','SE0009548704',124.47
'2022-03-14','SE0009548704',124.8
'2022-03-21','SE0009548704',124.76
'2022-03-28','SE0009548704',124.73
'2022-04-04','SE0009548704',124.97
'2022-04-11','SE0009548704',124.33
'2022-04-19','SE0009548704',124.54
'2022-04-26','SE0009548704',124.4
'2022-05-02','SE0009548704',124.6
'2022-05-09','SE0009548704',124.58
'2022-05-16','SE0009548704',124.65
'2022-05-23','SE0009548704',124.64
'2022-05-30','SE0009548704',124.49
'2022-06-06','SE0009548704',124.45
'2022-06-14','SE0009548704',124.93
'2022-06-20','SE0009548704',124.72
'2022-06-27','SE0009548704',124.88
'2022-07-04','SE0009548704',124.58
'2022-07-11','SE0009548704',124.59
'2022-07-18','SE0009548704',124.27
'2022-07-25','SE0009548704',124.94
'2022-08-01','SE0009548704',125.03
'2022-08-08','SE0009548704',124.78
'2022-08-15','SE0009548704',124.46
'2022-08-22','SE0009548704',124.61
'2022-08-29','SE0009548704',124.88
'2022-09-05','SE0009548704',124.67
'2022-09-12','SE0009548704',124.83
'2022-09-19','SE0009548704',124.52
'2022-09-26','SE0009548704',124.48
'2022-10-03','SE0009548704',124.58
'2022-10-10','SE0009548704',124.73
'2022-10-17','SE0009548704',124.65
'2022-10-24','SE0009548704',124.59
'2022-10-31','SE0009548704',137.368
'2022-11-07','SE0009548704',124.52
'2022-11-14','SE0009548704',124.85
'2022-11-21','SE0009548704',124.51
'2022-11-28','SE0009548704',124.88
'2022-12-05','SE0009548704',124.75
'2022-12-12','SE0009548704',124.8
'2022-12-19','SE0009548704',124.75
'2022-12-27','SE0009548704',124.67
'2023-01-02','SE0009548704',124.84
'2023-01-09','SE0009548704',124.82
'2023-01-16','SE0009548704',124.4
'2023-01-23','SE0009548704',124.52
'2023-01-30','SE0009548704',124.64
'2023-02-06','SE0009548704',124.97
'2023-02-13','SE0009548704',124.94
'2023-02-20','SE0009548704',124.62
'2023-02-27','SE0009548704',124.75
'2023-03-06','SE0009548704',124.9
'2023-03-13','SE0009548704',124.23
'2023-03-20','SE0009548704',124.68
'2023-03-27','SE0009548704',124.35
'2023-04-03','SE0009548704',124.76
'2023-04-11','SE0009548704',124.86
'2023-04-17','SE0009548704',125.06
'2023-04-24','SE0009548704',124.94
'2023-05-01','SE0009548704',124.46
'2023-05-08','SE0009548704',124.88
'2023-05-15','SE0009548704',124.5
'2023-05-22','SE0009548704',124.56
'2023-05-29','SE0009548704',124.97
'2023-06-05','SE0009548704',124.8
'2023-06-13','SE0009548704',124.73
'2023-06-19','SE0009548704',124.56
'2023-06-26','SE0009548704',124.67
'2023-07-03','SE0009548704',124.8
'2023-07-10','SE0009548704',124.67
'2023-07-17','SE0009548704',124.52
'2023-07-24','SE0009548704',124.54
'2023-07-31','SE0009548704',124.73
'2023-08-07','SE0009548704',124.7
'2023-08-14','SE0009548704',124.77
'2023-08-21','SE0009548704',124.83
'2023-08-28','SE0009548704',124.78
'2023-08-31','SE0009548704',124.61
'2018-10-08','SE0005703550',123.09
'2018-10-15','SE0005703550',123.24
'2018-10-22','SE0005703550',123.2
'2018-10-29','SE0005703550',123.16
'2018-11-05','SE0005703550',123.17
'2018-11-12','SE0005703550',123.17
'2018-11-19','SE0005703550',123.2
'2018-11-26','SE0005703550',123.23
'2018-12-03','SE0005703550',123.17
'2018-12-10','SE0005703550',123.18
'2018-12-17','SE0005703550',123.23
'2018-12-24','SE0005703550',123.19
'2018-12-31','SE0005703550',123.24
'2019-01-07','SE0005703550',123.17
'2019-01-14','SE0005703550',123.23
'2019-01-21','SE0005703550',123.1
'2019-01-28','SE0005703550',123.2
'2019-02-04','SE0005703550',123.23
'2019-02-11','SE0005703550',123.17
'2019-02-18','SE0005703550',123.19
'2019-02-25','SE0005703550',123.22
'2019-03-04','SE0005703550',123.22
'2019-03-11','SE0005703550',123.24
'2019-03-18','SE0005703550',123.12
'2019-03-25','SE0005703550',123.22
'2019-04-01','SE0005703550',123.14
'2019-04-08','SE0005703550',123.24
'2019-04-15','SE0005703550',123.2
'2019-04-23','SE0005703550',123.24
'2019-04-29','SE0005703550',123.27
'2019-05-06','SE0005703550',123.17
'2019-05-13','SE0005703550',123.19
'2019-05-20','SE0005703550',123.19
'2019-05-27','SE0005703550',123.33
'2019-06-03','SE0005703550',123.19
'2019-06-10','SE0005703550',123.25
'2019-06-17','SE0005703550',123.18
'2019-06-24','SE0005703550',123.13
'2019-07-01','SE0005703550',123.21
'2019-07-08','SE0005703550',123.23
'2019-07-15','SE0005703550',123.19
'2019-07-22','SE0005703550',123.24
'2019-07-29','SE0005703550',123.18
'2019-08-05','SE0005703550',123.16
'2019-08-12','SE0005703550',123.14
'2019-08-19','SE0005703550',123.24
'2019-08-26','SE0005703550',123.22
'2019-09-02','SE0005703550',123.23
'2019-09-09','SE0005703550',123.2
'2019-09-16','SE0005703550',123.23
'2019-09-23','SE0005703550',123.18
'2019-09-30','SE0005703550',123.22
'2019-10-07','SE0005703550',123.14
'2019-10-14','SE0005703550',123.14
'2019-10-21','SE0005703550',123.19
'2019-10-28','SE0005703550',123.28
'2019-11-04','SE0005703550',123.29
'2019-11-11','SE0005703550',123.05
'2019-11-18','SE0005703550',123.1
'2019-11-25','SE0005703550',123.05
'2019-12-02','SE0005703550',123.22
'2019-12-09','SE0005703550',123.14
'2019-12-16','SE0005703550',123.21
'2019-12-23','SE0005703550',123.17
'2019-12-30','SE0005703550',123.13
'2020-01-06','SE0005703550',123.25
'2020-01-13','SE0005703550',123.15
'2020-01-20','SE0005703550',123.22
'2020-01-27','SE0005703550',123.19
'2020-02-03','SE0005703550',123.18
'2020-02-10','SE0005703550',123.15
'2020-02-17','SE0005703550',123.21
'2020-02-24','SE0005703550',123.22
'2020-03-02','SE0005703550',123.23
'2020-03-09','SE0005703550',123.15
'2020-03-16','SE0005703550',123.24
'2020-03-23','SE0005703550',123.28
'2020-03-30','SE0005703550',123.31
'2020-04-06','SE0005703550',123.29
'2020-04-13','SE0005703550',123.1
'2020-04-20','SE0005703550',123.08
'2020-04-27','SE0005703550',123.2
'2020-05-04','SE0005703550',123.25
'2020-05-11','SE0005703550',123.09
'2020-05-18','SE0005703550',123.2
'2020-05-25','SE0005703550',123.18
'2020-06-01','SE0005703550',123.2
'2020-06-08','SE0005703550',123.19
'2020-06-15','SE0005703550',123.2
'2020-06-22','SE0005703550',123.14
'2020-06-29','SE0005703550',123.17
'2020-07-06','SE0005703550',123.16
'2020-07-13','SE0005703550',123.25
'2020-07-20','SE0005703550',123.22
'2020-07-27','SE0005703550',123.23
'2020-08-03','SE0005703550',123.22
'2020-08-10','SE0005703550',123.17
'2020-08-17','SE0005703550',123.18
'2020-08-24','SE0005703550',123.18
'2020-08-31','SE0005703550',123.17
'2020-09-07','SE0005703550',123.23
'2020-09-14','SE0005703550',123.19
'2020-09-21','SE0005703550',123.26
'2020-09-28','SE0005703550',123.17
'2020-10-05','SE0005703550',123.2
'2020-10-12','SE0005703550',123.21
'2020-10-19','SE0005703550',123.22
'2020-10-26','SE0005703550',123.18
'2020-11-02','SE0005703550',123.18
'2020-11-09','SE0005703550',123.2
'2020-11-16','SE0005703550',123.24
'2020-11-23','SE0005703550',123.18
